Actual_LTV,Predicted_LTV,Prediction_Error,LTV_Segment
1388.1,1424.1209760843428,-36.02097608434269,Medium LTV
3566.5,3536.772197340776,29.72780265922438,High LTV
849.5,991.065793242856,-141.56579324285588,Medium LTV
4495.5,4372.469437316184,123.03056268381624,High LTV
19.4,17.696859987964658,1.703140012035341,Low LTV
5481.6,5486.503988709608,-4.903988709607802,High LTV
3061.8,3071.783317556403,-9.983317556402652,High LTV
1651.2,1595.2382005928214,55.96179940717866,Medium LTV
181.7,97.11478741705136,84.58521258294863,Low LTV
3052.0,3084.104391621731,-32.10439162173088,High LTV
1111.5,1169.8863254019768,-58.38632540197682,Medium LTV
1422.4,1438.0893536163542,-15.689353616354085,Medium LTV
88.05,-49.82214467011194,137.87214467011194,Low LTV
3672.25,3615.196416185933,57.05358381406677,High LTV
477.0,552.0862810386116,-75.08628103861156,Low LTV
1175.0,1199.2913632503644,-24.291363250364384,Medium LTV
5754.55,5736.734504223328,17.815495776671924,High LTV
534.0,532.2417018698083,1.758298130191747,Low LTV
2452.9500000000003,2529.206984075674,-76.2569840756737,High LTV
321.4,436.8486869766496,-115.44868697664964,Low LTV
110.9,110.79111813374728,0.108881866252716,Low LTV
1404.9,1558.2780582707746,-153.37805827077477,Medium LTV
153.9,276.2465489204768,-122.3465489204768,Low LTV
304.75,267.29248812916893,37.45751187083107,Low LTV
1483.9,1494.9788532448915,-11.07885324489166,Medium LTV
765.1,582.5529901310306,182.54700986896944,Low LTV
5109.0,5128.017113497486,-19.017113497486207,High LTV
2852.0,2814.3811128430366,37.61888715696341,High LTV
223.9,313.96950670534204,-90.06950670534204,Low LTV
2853.15,2871.921095705711,-18.771095705711105,High LTV
655.5,819.6102499248003,-164.1102499248003,Low LTV
331.4,211.43002668799724,119.96997331200274,Low LTV
55.45,-166.6457350783978,222.0957350783978,Low LTV
308.25,221.5133775974091,86.73662240259091,Low LTV
3640.65,3632.4118999342872,8.238100065712388,High LTV
1316.25,1298.930743635732,17.319256364267858,Medium LTV
3676.2,3666.686144752671,9.513855247329047,High LTV
1835.2,1852.734234508604,-17.53423450860373,Medium LTV
561.4,593.520876384759,-32.12087638475907,Low LTV
198.5,163.71033911205336,34.78966088794664,Low LTV
73.5,-41.59811247790584,115.09811247790584,Low LTV
5120.0,5111.308397595421,8.691602404578589,High LTV
5260.75,5231.669846649142,29.08015335085838,High LTV
3811.5,3825.437759465042,-13.937759465041836,High LTV
3869.25,3853.660278289979,15.589721710020513,High LTV
1892.8,1990.200374584828,-97.40037458482766,Medium LTV
2216.5,2194.250626605259,22.24937339474081,Medium LTV
1937.0,1932.4117410014803,4.588258998519677,Medium LTV
78.0,66.39351559173296,11.606484408267036,Low LTV
20.05,2.1416527226866435,17.908347277313357,Low LTV
85.3,40.78943793766669,44.51056206233331,Low LTV
1322.6,1294.6838373415242,27.91616265847574,Medium LTV
98.2,94.2625152919224,3.937484708077591,Low LTV
941.65,1029.9312363298436,-88.28123632984364,Medium LTV
718.65,908.3966513700584,-189.74665137005843,Medium LTV
3499.2,3495.271881238961,3.928118761038604,High LTV
3127.6,3152.69425624165,-25.094256241649877,High LTV
2221.05,2119.4481626178617,101.601837382138,Medium LTV
2296.8,2290.2828085107312,6.517191489268953,Medium LTV
447.6,595.5501823319298,-147.95018233192985,Low LTV
589.2,551.5072260764505,37.69277392354957,Low LTV
3817.8,3815.7416179706975,2.058382029302265,High LTV
2700.0,2598.287427611865,101.7125723881345,High LTV
84.3,102.93655851436527,-18.63655851436529,Low LTV
287.4,203.5664690750244,83.8335309249756,Low LTV
1840.0,1793.4676477956943,46.53235220430543,Medium LTV
1066.5,982.382209362812,84.11779063718814,Medium LTV
1020.0,1020.9290677558683,-0.9290677558684592,Medium LTV
1166.75,984.9270116063092,181.8229883936908,Medium LTV
4070.4,4101.148579660582,-30.74857966058244,High LTV
4349.7,4371.503757701632,-21.80375770163209,High LTV
3504.0,3490.840915980764,13.15908401923616,High LTV
1715.8,1654.1950672100586,61.60493278994136,Medium LTV
3172.0,3170.2739964854622,1.7260035145377517,High LTV
105.25,331.0612465541475,-225.8112465541475,Low LTV
291.2,271.7932857350769,19.406714264923096,Low LTV
856.9,826.5332367844134,30.366763215586616,Low LTV
4585.5,4639.576557730603,-54.07655773060287,High LTV
1303.5,1326.9678159009986,-23.46781590099863,Medium LTV
1147.55,1178.8394548147714,-31.28945481477149,Medium LTV
2735.3,2621.5702460729185,113.72975392708167,High LTV
73.35,148.49310827846972,-75.14310827846973,Low LTV
2630.4,2647.2054930953136,-16.805493095313977,High LTV
109.95,110.3541901947154,-0.4041901947153832,Low LTV
844.5,1124.7649616638184,-280.26496166381844,Medium LTV
1628.1,1659.1626586095897,-31.06265860958933,Medium LTV
1356.1,1369.45901013314,-13.359010133139918,Medium LTV
5214.0,5241.038344280471,-27.038344280470483,High LTV
100.45,123.29381386259378,-22.843813862593777,Low LTV
1082.7,1103.646366835089,-20.946366835089293,Medium LTV
96.6,164.59654808360318,-67.99654808360319,Low LTV
4494.0,4466.194407652165,27.805592347835045,High LTV
3268.0,3252.046858959804,15.953141040195987,High LTV
3374.4,3350.3611352233493,24.03886477665037,High LTV
1561.6,1561.4585042531974,0.1414957468025477,Medium LTV
136.85,177.5414149779575,-40.69141497795749,Low LTV
546.4,557.5207491674539,-11.120749167453935,Low LTV
1160.5,1140.4919841997962,20.008015800203797,Medium LTV
1037.85,1120.5338635629334,-82.68386356293354,Medium LTV
116.95,-116.40127396056732,233.3512739605673,Low LTV
705.25,659.8530736712783,45.39692632872175,Low LTV
184.5,119.02720073666882,65.47279926333118,Low LTV
4402.75,4405.453049563837,-2.7030495638373395,High LTV
4497.900000000001,4537.221802871318,-39.32180287131723,High LTV
2308.9,2346.642645490259,-37.74264549025884,High LTV
2755.0,2705.57798641726,49.42201358274042,High LTV
3424.4999999999995,3382.145349084464,42.354650915535785,High LTV
254.1,244.40434146541045,9.695658534589596,Low LTV
5062.6,5052.017353777144,10.582646222856056,High LTV
2851.2,2876.1113933410866,-24.91139334108675,High LTV
2509.3,2557.6490317345783,-48.3490317345786,High LTV
3816.0,3785.35034747986,30.64965252014008,High LTV
4764.099999999999,4748.153192820377,15.946807179622738,High LTV
3059.1,3125.832070903743,-66.73207090374308,High LTV
110.15,-12.141340439804964,122.29134043980496,Low LTV
358.5,320.2298866395338,38.27011336046621,Low LTV
1865.0,2089.77644387664,-224.77644387663983,Medium LTV
1497.0,1525.5295307249537,-28.529530724953705,Medium LTV
1112.65,919.4577649032442,193.1922350967559,Medium LTV
944.7,971.2769837347038,-26.57698373470373,Medium LTV
113.15,204.2101576722058,-91.0601576722058,Low LTV
5340.6,5347.556393978297,-6.956393978296546,High LTV
3108.0,3052.973181920948,55.026818079052646,High LTV
897.3000000000001,881.005069883442,16.29493011655802,Low LTV
4404.35,4389.123811488458,15.226188511542205,High LTV
1445.5,1430.153279330294,15.346720669705974,Medium LTV
5921.400000000001,5892.409203892255,28.990796107745155,High LTV
3676.5,3662.388585931706,14.111414068293923,High LTV
92.0,70.64648586897503,21.35351413102497,Low LTV
3249.0,3219.5135078539406,29.48649214605939,High LTV
1537.65,1484.087261646989,53.56273835301113,Medium LTV
1355.4,1392.962474488039,-37.562474488039015,Medium LTV
1753.7,1776.565103011739,-22.865103011738935,Medium LTV
84.45,70.72075183027405,13.729248169725947,Low LTV
793.6500000000001,778.8875577522581,14.762442247742,Low LTV
3248.65,3383.8706985296885,-135.22069852968843,High LTV
1068.55,999.9184398768058,68.63156012319416,Medium LTV
620.0,627.6362383712916,-7.636238371291597,Low LTV
1530.8,1485.8111583745397,44.98884162546028,Medium LTV
2628.0,2613.0500782721097,14.949921727890342,High LTV
92.0,180.03766939114,-88.03766939114001,Low LTV
1349.8000000000002,1486.113483738029,-136.3134837380287,Medium LTV
354.2,345.11795844379395,9.082041556206036,Low LTV
2467.4,2414.767384609397,52.63261539060295,High LTV
814.0500000000001,704.2475774886171,109.80242251138291,Low LTV
3087.75,3070.9947603429287,16.755239657071343,High LTV
1704.0,1715.7103577766884,-11.710357776688396,Medium LTV
125.5,122.97200901529924,2.5279909847007644,Low LTV
950.95,1072.16658626755,-121.21658626754991,Medium LTV
2829.75,2867.923145976872,-38.17314597687164,High LTV
1152.0,1203.6370035451112,-51.63700354511116,Medium LTV
2394.9,2425.8397352455004,-30.939735245500287,High LTV
205.2,99.1888590978624,106.01114090213758,Low LTV
443.3,477.5303905055346,-34.23039050553467,Low LTV
1253.55,1301.8247357514797,-48.27473575147974,Medium LTV
2835.8,2768.614530103275,67.18546989672541,High LTV
2780.7,2808.948790710114,-28.248790710114008,High LTV
4648.1,4575.3790206552,72.72097934480007,High LTV
691.1999999999999,674.5418399241141,16.658160075885803,Low LTV
2973.3,2999.64706214493,-26.347062144929623,High LTV
6199.65,6190.031790005911,9.61820999408883,High LTV
5332.099999999999,5318.772739931981,13.327260068018404,High LTV
2413.5,2414.883296241934,-1.383296241934204,High LTV
1519.0,1501.6159866226512,17.384013377348765,Medium LTV
3667.45,3623.307292505179,44.14270749482148,High LTV
60.95,-144.25801157907543,205.20801157907545,Low LTV
108.2,5.03630477502621,103.1636952249738,Low LTV
514.5,454.2635768631631,60.23642313683689,Low LTV
678.3,683.4810386414761,-5.181038641476107,Low LTV
1534.5,1467.2243182556276,67.27568174437238,Medium LTV
1389.5,1394.5938091226892,-5.093809122689208,Medium LTV
109.7,-178.78063190172335,288.48063190172337,Low LTV
719.6,726.1985047850247,-6.598504785024716,Low LTV
1616.0,1646.42750612905,-30.427506129050016,Medium LTV
790.4,851.2937934721133,-60.89379347211332,Low LTV
1373.6,1418.7292305668864,-45.12923056688646,Medium LTV
754.0,729.9952680198188,24.00473198018119,Low LTV
998.1,1021.3847096558412,-23.284709655841084,Medium LTV
1213.55,1352.9480290991771,-139.3980290991774,Medium LTV
777.0,635.5157870252388,141.48421297476125,Low LTV
103.95,-26.23086295854121,130.1808629585412,Low LTV
175.5,178.32308909073836,-2.823089090738364,Low LTV
5925.15,5936.838741563368,-11.68874156336824,High LTV
3339.35,3267.4974405259527,71.85255947404721,High LTV
1414.5,1420.1563809775134,-5.656380977513436,Medium LTV
3511.2000000000003,3614.686522925436,-103.48652292543602,High LTV
3052.5,3056.428315012666,-3.928315012666189,High LTV
1390.6,1405.3689553117902,-14.76895531179025,Medium LTV
1986.6,1863.7013921557989,122.89860784420148,Medium LTV
1128.6,1124.1740999849762,4.425900015023899,Medium LTV
3166.6,3163.7565620220685,2.843437977931444,High LTV
1579.05,1560.755354969304,18.294645030696078,Medium LTV
5071.05,4961.05932207019,109.99067792980986,High LTV
1437.75,1451.402654073452,-13.652654073451911,Medium LTV
777.0,842.2487333241373,-65.24873332413733,Low LTV
966.6,963.304037321695,3.295962678304932,Medium LTV
556.8,592.8989226171724,-36.098922617172434,Low LTV
3714.9,3696.592564205181,18.30743579481896,High LTV
3182.4,3203.4114238354105,-21.011423835410824,High LTV
4413.799999999999,4422.860861531239,-9.060861531239423,High LTV
426.25,448.4151325848582,-22.165132584858213,Low LTV
25.55,-70.38990949250228,95.93990949250228,Low LTV
3634.65,3692.523581589332,-57.873581589331934,High LTV
2721.6,2769.8095805109665,-48.20958051096659,High LTV
1998.15,1856.572003373108,141.57799662689217,Medium LTV
23.95,-45.67828461597336,69.62828461597336,Low LTV
3492.1,3387.6830940240243,104.41690597597562,High LTV
366.9,397.8266644958444,-30.92666449584442,Low LTV
5890.5,5922.183147052076,-31.683147052075583,High LTV
80.7,160.79252483254788,-80.09252483254788,Low LTV
1227.6,1242.5114714285537,-14.911471428553568,Medium LTV
3330.6,3306.6710368141626,23.928963185837347,High LTV
3272.4,3200.863995600975,71.53600439902493,High LTV
999.6,1005.6152362858444,-6.015236285844367,Medium LTV
2468.2000000000003,2376.487787752341,91.7122122476594,High LTV
4460.799999999999,4465.544800798985,-4.744800798986034,High LTV
3172.0,3131.192615666678,40.80738433332181,High LTV
2839.2,2870.786675556089,-31.58667555608963,High LTV
593.4000000000001,654.675668048107,-61.27566804810692,Low LTV
375.0,378.0628993447907,-3.062899344790708,Low LTV
1302.4,1294.004544682391,8.395455317609049,Medium LTV
1520.4,1595.4817295549626,-75.08172955496275,Medium LTV
1229.9,1208.249611020622,21.65038897937802,Medium LTV
97.7,201.3005651115644,-103.6005651115644,Low LTV
1380.0,1390.9826839241157,-10.98268392411569,Medium LTV
1269.4499999999998,1224.3840220583018,45.06597794169807,Medium LTV
3113.35,3117.0754527932418,-3.725452793241857,High LTV
112.9,104.34942224767263,8.55057775232737,Low LTV
1303.25,1354.4360659720364,-51.18606597203643,Medium LTV
982.45,1026.791521157428,-44.34152115742791,Medium LTV
2024.4,2039.0456592128517,-14.645659212851342,Medium LTV
1277.95,1251.585420978637,26.364579021362715,Medium LTV
1767.9,1781.480321262901,-13.58032126290118,Medium LTV
871.6,759.9929514312018,111.60704856879818,Low LTV
1695.6,1542.280720595648,153.31927940435207,Medium LTV
1890.0,1989.6143560031928,-99.61435600319282,Medium LTV
271.95000000000005,231.7010763623636,40.24892363763644,Low LTV
2452.9500000000003,2514.140299430399,-61.19029943039868,High LTV
2943.0,2936.0022261275494,6.99777387245058,High LTV
533.5,709.2518458268162,-175.75184582681618,Low LTV
84.2,137.23672009343775,-53.03672009343775,Low LTV
656.6999999999999,628.6705947992124,28.02940520078755,Low LTV
668.5,743.3981450885565,-74.89814508855648,Low LTV
2653.35,2587.8840433255946,65.46595667440533,High LTV
2050.65,2193.5663222299145,-142.9163222299144,Medium LTV
1508.0,1555.5020617868183,-47.50206178681833,Medium LTV
2485.0,2500.200859611742,-15.20085961174209,High LTV
895.4999999999999,892.2371585397335,3.2628414602663725,Low LTV
229.9,606.4087436780089,-376.50874367800895,Low LTV
616.5,696.2962305508274,-79.79623055082743,Low LTV
5692.049999999999,5718.200868625963,-26.150868625963994,High LTV
5406.900000000001,5411.363265205109,-4.463265205108655,High LTV
1199.45,1170.938106721323,28.511893278677007,Medium LTV
113.8,386.6653458434117,-272.8653458434117,Low LTV
1194.15,1104.5592483262312,89.59075167376886,Medium LTV
1395.15,1407.7573862022832,-12.607386202283353,Medium LTV
283.2,261.09705089588766,22.102949104112326,Low LTV
1114.5,1339.1592632234508,-224.6592632234508,Medium LTV
1410.0,1345.104540853621,64.89545914637893,Medium LTV
1960.0,1973.1484351877664,-13.148435187765926,Medium LTV
2158.55,2028.7587071153769,129.79129288462286,Medium LTV
1721.4,1712.570102048815,8.829897951184876,Medium LTV
2952.5,2990.693694356986,-38.193694356985816,High LTV
1152.0,1161.5478911053533,-9.5478911053533,Medium LTV
547.5,518.2845724229544,29.2154275770456,Low LTV
95.75,88.7421656220554,7.007834377944604,Low LTV
2876.25,2872.4337787673007,3.816221232699263,High LTV
1024.4,1024.2603000665692,0.1396999334306201,Medium LTV
1263.15,1250.5973255984838,12.552674401516017,Medium LTV
1338.75,1331.2534132470955,7.496586752904477,Medium LTV
84.4,138.75246233767265,-54.35246233767262,Low LTV
5569.200000000001,5545.457295964927,23.742704035073984,High LTV
3739.2,3707.376975069952,31.823024930048177,High LTV
112.25,89.0324601731699,23.217539826830105,Low LTV
4638.900000000001,4614.170159840831,24.72984015916973,High LTV
1285.1999999999998,1293.2285797152192,-8.028579715219394,Medium LTV
2517.7,2529.1759704058964,-11.475970405896533,High LTV
292.5,230.51681551149449,61.98318448850554,Low LTV
2836.4500000000003,2934.7603938546977,-98.3103938546974,High LTV
1349.0,1366.0113914137194,-17.011391413719366,Medium LTV
3221.9999999999995,3192.059781084297,29.940218915702644,High LTV
20.1,-30.59001709972472,50.69001709972472,Low LTV
110.8,142.25439089062735,-31.45439089062735,Low LTV
4648.8,4549.064517897139,99.73548210286116,High LTV
3917.6,3933.966041244178,-16.366041244177723,High LTV
667.8000000000001,657.0879441162089,10.712055883791209,Low LTV
106.7,336.98327040600026,-230.28327040600027,Low LTV
1366.2,1385.480493959922,-19.28049395992207,Medium LTV
4413.15,4367.444457205716,45.70554279428325,High LTV
1224.0,1207.0833648809582,16.916635119041757,Medium LTV
1310.1,1307.4444203866813,2.655579613318878,Medium LTV
2029.05,1948.8182762373128,80.23172376268758,Medium LTV
279.95,287.0564178518728,-7.106417851872777,Low LTV
993.85,1001.5076478533518,-7.657647853351818,Medium LTV
85.45,140.83346966468704,-55.38346966468704,Low LTV
256.4,299.7038767554784,-43.30387675547843,Low LTV
1289.75,1311.8361642063426,-22.086164206342573,Medium LTV
229.5,466.04445989136025,-236.54445989136025,Low LTV
3623.55,3589.650627962507,33.89937203749287,High LTV
24.65,53.58787211692835,-28.937872116928357,Low LTV
355.4,300.73198662910306,54.66801337089692,Low LTV
239.4,231.7341677790184,7.665832220981571,Low LTV
2400.4,2360.951028692624,39.44897130737627,High LTV
2567.25,2580.0529879699343,-12.802987969934293,High LTV
5105.75,5113.857354144324,-8.107354144323835,High LTV
1705.5,1708.6518906302674,-3.151890630267417,Medium LTV
105.75,15.42827576835152,90.32172423164847,Low LTV
117.6,207.4599003769184,-89.8599003769184,Low LTV
1490.0,1543.384896942018,-53.38489694201803,Medium LTV
1250.5500000000002,1257.8731347761284,-7.323134776128199,Medium LTV
228.6,40.065530151042125,188.53446984895788,Low LTV
1444.5,1446.2745120857703,-1.7745120857705388,Medium LTV
4830.0,4854.176082564643,-24.17608256464337,High LTV
1573.0,1612.0257651296265,-39.02576512962651,Medium LTV
1532.3000000000002,1580.6722588052846,-48.372258805284446,Medium LTV
108.1,53.956201099674296,54.1437989003257,Low LTV
770.35,814.9047547980217,-44.55475479802169,Low LTV
1054.6999999999998,1076.560112237422,-21.860112237422072,Medium LTV
1172.0,1236.9300101274368,-64.93001012743684,Medium LTV
894.0,778.0284700766989,115.97152992330108,Low LTV
24.4,23.22489863247032,1.1751013675296775,Low LTV
1230.0,1226.494758267809,3.5052417321910525,Medium LTV
3220.5,3263.095013753731,-42.59501375373111,High LTV
2401.2,2380.125906879275,21.074093120724683,High LTV
1316.25,1336.6543269612198,-20.404326961219795,Medium LTV
200.7,250.9313442130712,-50.2313442130712,Low LTV
377.15,374.165633538109,2.9843664618910566,Low LTV
116.7,2.6439932037447136,114.05600679625528,Low LTV
2170.8,2179.5403591827667,-8.740359182766497,Medium LTV
832.65,738.477732710444,94.17226728955598,Low LTV
1737.4499999999998,1745.4056631395745,-7.955663139574653,Medium LTV
883.1999999999999,919.7458016683656,-36.5458016683657,Medium LTV
822.0,819.9841327352655,2.0158672647345384,Low LTV
83.2,-95.75181013392633,178.9518101339263,Low LTV
935.3,908.339002104579,26.960997895420974,Medium LTV
743.7,798.9672061703932,-55.26720617039314,Low LTV
4464.0,4438.734375377177,25.26562462282345,High LTV
